Survey;CellID;Location;Area
14;31013;Chaudron;Ville
14;23183;Chaudron;Ville
14;37473;Chaudron;Ville
14;28492;Chaudron;Ville
14;24312;Chaudron;Ville
14;30391;Chaudron;Ville
14;6672894;Chaudron;Ville
14;3311542;Chaudron;Ville
14;3318675;Chaudron;Ville
14;29191463;Chaudron;Ville
14;6627293;Chaudron;Ville
14;62720707;Chaudron;Ville
14;100747102;Chaudron;Ville
14;17532676;Chaudron;Ville
14;17532679;Chaudron;Ville
14;5152257;Chaudron;Ville
14;17532675;Chaudron;Ville
14;17532673;Chaudron;Ville
14;5152273;Chaudron;Ville
14;4382230;Chaudron;Ville
14;5192710;Chaudron;Ville
14;30066198;Chaudron;Ville
14;4497921;Chaudron;Ville
14;4382210;Chaudron;Ville
14;4382250;Chaudron;Ville
14;4497951;Chaudron;Ville
14;5192714;Chaudron;Ville
14;5164809;Chaudron;Ville
14;17589254;Chaudron;Ville
14;18863719;Chaudron;Ville
15;10077;Chaudron;Ville
15;10886;Chaudron;Ville
15;24312;Chaudron;Ville
15;31013;Chaudron;Ville
15;37473;Chaudron;Ville
15;6672894;Chaudron;Ville
15;3311542;Chaudron;Ville
15;3318675;Chaudron;Ville
15;29191463;Chaudron;Ville
15;6627293;Chaudron;Ville
15;62720707;Chaudron;Ville
15;100747102;Chaudron;Ville
15;17532679;Chaudron;Ville
15;17532676;Chaudron;Ville
15;17532675;Chaudron;Ville
15;17532673;Chaudron;Ville
15;5152257;Chaudron;Ville
15;5152273;Chaudron;Ville
15;4382230;Chaudron;Ville
15;30066198;Chaudron;Ville
15;4382250;Chaudron;Ville
15;4497951;Chaudron;Ville
15;5192714;Chaudron;Ville
15;5164809;Chaudron;Ville
15;17589254;Chaudron;Ville
15;18863719;Chaudron;Ville
1;31361;Lausanne-Gare;Ville
1;31013;Lausanne-Gare;Ville
1;31362;Lausanne-Gare;Ville
1;31012;Lausanne-Gare;Ville
1;37473;Lausanne-Gare;Ville
1;18676;Lausanne-Gare;Ville
1;11975;Lausanne-Gare;Ville
1;23172;Lausanne-Gare;Ville
1;18675;Lausanne-Gare;Ville
1;6672901;Lausanne-Gare;Ville
1;3313993;Lausanne-Gare;Ville
1;3309631;Lausanne-Gare;Ville
1;29187582;Lausanne-Gare;Ville
1;29228602;Lausanne-Gare;Ville
1;6677426;Lausanne-Gare;Ville
1;100747102;Lausanne-Gare;Ville
1;4357399;Lausanne-Gare;Ville
1;4357397;Lausanne-Gare;Ville
1;17145351;Lausanne-Gare;Ville
1;4471810;Lausanne-Gare;Ville
1;4357417;Lausanne-Gare;Ville
1;18798854;Lausanne-Gare;Ville
1;4357407;Lausanne-Gare;Ville
1;19168004;Lausanne-Gare;Ville
1;19168001;Lausanne-Gare;Ville
1;4378665;Lausanne-Gare;Ville
1;19168002;Lausanne-Gare;Ville
1;4357377;Lausanne-Gare;Ville
1;4357379;Lausanne-Gare;Ville
1;19168009;Lausanne-Gare;Ville
1;5219844;Lausanne-Gare;Ville
1;19168007;Lausanne-Gare;Ville
1;5157124;Lausanne-Gare;Ville
1;5219840;Lausanne-Gare;Ville
1;5157120;Lausanne-Gare;Ville
1;5219848;Lausanne-Gare;Ville
1;5219856;Lausanne-Gare;Ville
1;5301522;Lausanne-Gare;Ville
1;19262057;Lausanne-Gare;Ville
2;10886;Lausanne-Gare;Ville
2;31013;Lausanne-Gare;Ville
2;31362;Lausanne-Gare;Ville
2;37473;Lausanne-Gare;Ville
2;41138;Lausanne-Gare;Ville
2;11975;Lausanne-Gare;Ville
2;15614;Lausanne-Gare;Ville
2;18676;Lausanne-Gare;Ville
2;23172;Lausanne-Gare;Ville
2;59714;Lausanne-Gare;Ville
2;6672901;Lausanne-Gare;Ville
2;3313993;Lausanne-Gare;Ville
2;3309631;Lausanne-Gare;Ville
2;29187582;Lausanne-Gare;Ville
2;29228602;Lausanne-Gare;Ville
2;6677426;Lausanne-Gare;Ville
2;100746850;Lausanne-Gare;Ville
2;4357397;Lausanne-Gare;Ville
2;4357399;Lausanne-Gare;Ville
2;17145351;Lausanne-Gare;Ville
2;19168004;Lausanne-Gare;Ville
2;4357417;Lausanne-Gare;Ville
2;19168006;Lausanne-Gare;Ville
2;4357407;Lausanne-Gare;Ville
2;4357377;Lausanne-Gare;Ville
2;4357379;Lausanne-Gare;Ville
2;18798854;Lausanne-Gare;Ville
2;19168001;Lausanne-Gare;Ville
2;19168002;Lausanne-Gare;Ville
2;4471840;Lausanne-Gare;Ville
2;19168009;Lausanne-Gare;Ville
2;5219844;Lausanne-Gare;Ville
2;5157124;Lausanne-Gare;Ville
2;19168007;Lausanne-Gare;Ville
2;5157126;Lausanne-Gare;Ville
2;5219840;Lausanne-Gare;Ville
2;5219848;Lausanne-Gare;Ville
2;5157120;Lausanne-Gare;Ville
2;5219856;Lausanne-Gare;Ville
2;19262057;Lausanne-Gare;Ville
3;10886;Lausanne-Gare;Ville
3;31361;Lausanne-Gare;Ville
3;31013;Lausanne-Gare;Ville
3;31362;Lausanne-Gare;Ville
3;37473;Lausanne-Gare;Ville
3;41138;Lausanne-Gare;Ville
3;15622;Lausanne-Gare;Ville
3;17397;Lausanne-Gare;Ville
3;11975;Lausanne-Gare;Ville
3;23172;Lausanne-Gare;Ville
3;59714;Lausanne-Gare;Ville
3;3313993;Lausanne-Gare;Ville
3;6672901;Lausanne-Gare;Ville
3;3309631;Lausanne-Gare;Ville
3;29187582;Lausanne-Gare;Ville
3;29228602;Lausanne-Gare;Ville
3;6677426;Lausanne-Gare;Ville
3;100744938;Lausanne-Gare;Ville
3;4357397;Lausanne-Gare;Ville
3;4357399;Lausanne-Gare;Ville
3;17145351;Lausanne-Gare;Ville
3;4357379;Lausanne-Gare;Ville
3;4357417;Lausanne-Gare;Ville
3;4357377;Lausanne-Gare;Ville
3;18798854;Lausanne-Gare;Ville
3;19168004;Lausanne-Gare;Ville
3;19168001;Lausanne-Gare;Ville
3;4357407;Lausanne-Gare;Ville
3;5219844;Lausanne-Gare;Ville
3;5157124;Lausanne-Gare;Ville
3;19168009;Lausanne-Gare;Ville
3;19168007;Lausanne-Gare;Ville
3;5219840;Lausanne-Gare;Ville
3;5219848;Lausanne-Gare;Ville
3;4471850;Lausanne-Gare;Ville
3;5219856;Lausanne-Gare;Ville
3;19262057;Lausanne-Gare;Ville
3;19262058;Lausanne-Gare;Ville
4;31361;Lausanne-Gare;Ville
4;10886;Lausanne-Gare;Ville
4;41138;Lausanne-Gare;Ville
4;11975;Lausanne-Gare;Ville
4;31362;Lausanne-Gare;Ville
4;31012;Lausanne-Gare;Ville
4;37473;Lausanne-Gare;Ville
4;18676;Lausanne-Gare;Ville
4;23172;Lausanne-Gare;Ville
4;3313993;Lausanne-Gare;Ville
4;6672901;Lausanne-Gare;Ville
4;3309631;Lausanne-Gare;Ville
4;29187582;Lausanne-Gare;Ville
4;29228602;Lausanne-Gare;Ville
4;6677426;Lausanne-Gare;Ville
4;100744938;Lausanne-Gare;Ville
4;62720707;Lausanne-Gare;Ville
4;4357397;Lausanne-Gare;Ville
4;4357399;Lausanne-Gare;Ville
4;17145351;Lausanne-Gare;Ville
4;4357377;Lausanne-Gare;Ville
4;4357379;Lausanne-Gare;Ville
4;4357417;Lausanne-Gare;Ville
4;18798854;Lausanne-Gare;Ville
4;19168006;Lausanne-Gare;Ville
4;19168004;Lausanne-Gare;Ville
4;19168001;Lausanne-Gare;Ville
4;19168002;Lausanne-Gare;Ville
4;4357407;Lausanne-Gare;Ville
4;5157124;Lausanne-Gare;Ville
4;5157126;Lausanne-Gare;Ville
4;5219844;Lausanne-Gare;Ville
4;19168007;Lausanne-Gare;Ville
4;19168009;Lausanne-Gare;Ville
4;5219840;Lausanne-Gare;Ville
4;5219848;Lausanne-Gare;Ville
4;5157120;Lausanne-Gare;Ville
4;5219856;Lausanne-Gare;Ville
4;19262057;Lausanne-Gare;Ville
5;31361;Lausanne-Gare;Ville
5;10886;Lausanne-Gare;Ville
5;31013;Lausanne-Gare;Ville
5;31362;Lausanne-Gare;Ville
5;41138;Lausanne-Gare;Ville
5;11975;Lausanne-Gare;Ville
5;17397;Lausanne-Gare;Ville
5;31012;Lausanne-Gare;Ville
5;23172;Lausanne-Gare;Ville
5;59714;Lausanne-Gare;Ville
5;3313993;Lausanne-Gare;Ville
5;6672901;Lausanne-Gare;Ville
5;3309631;Lausanne-Gare;Ville
5;29187582;Lausanne-Gare;Ville
5;29228602;Lausanne-Gare;Ville
5;6677426;Lausanne-Gare;Ville
5;100742253;Lausanne-Gare;Ville
5;62720707;Lausanne-Gare;Ville
5;4357397;Lausanne-Gare;Ville
5;4357399;Lausanne-Gare;Ville
5;17145351;Lausanne-Gare;Ville
5;4357379;Lausanne-Gare;Ville
5;4357417;Lausanne-Gare;Ville
5;19168001;Lausanne-Gare;Ville
5;19168004;Lausanne-Gare;Ville
5;4471810;Lausanne-Gare;Ville
5;5157124;Lausanne-Gare;Ville
5;4357407;Lausanne-Gare;Ville
5;5219844;Lausanne-Gare;Ville
5;19168009;Lausanne-Gare;Ville
5;5219840;Lausanne-Gare;Ville
5;19168007;Lausanne-Gare;Ville
5;4471840;Lausanne-Gare;Ville
5;5301510;Lausanne-Gare;Ville
5;4471850;Lausanne-Gare;Ville
5;5157120;Lausanne-Gare;Ville
5;5219848;Lausanne-Gare;Ville
5;5219856;Lausanne-Gare;Ville
6;10886;Lausanne-Gare;Ville
6;31013;Lausanne-Gare;Ville
6;11975;Lausanne-Gare;Ville
6;31362;Lausanne-Gare;Ville
6;41138;Lausanne-Gare;Ville
6;17397;Lausanne-Gare;Ville
6;15622;Lausanne-Gare;Ville
6;31012;Lausanne-Gare;Ville
6;23172;Lausanne-Gare;Ville
6;15613;Lausanne-Gare;Ville
6;59714;Lausanne-Gare;Ville
6;3313993;Lausanne-Gare;Ville
6;6672901;Lausanne-Gare;Ville
6;3309631;Lausanne-Gare;Ville
6;29187582;Lausanne-Gare;Ville
6;29228602;Lausanne-Gare;Ville
6;6677426;Lausanne-Gare;Ville
6;100744938;Lausanne-Gare;Ville
6;62720707;Lausanne-Gare;Ville
6;4357397;Lausanne-Gare;Ville
6;4357399;Lausanne-Gare;Ville
6;17145351;Lausanne-Gare;Ville
6;4357417;Lausanne-Gare;Ville
6;4357379;Lausanne-Gare;Ville
6;4357377;Lausanne-Gare;Ville
6;18798854;Lausanne-Gare;Ville
6;19168004;Lausanne-Gare;Ville
6;4471810;Lausanne-Gare;Ville
6;5157124;Lausanne-Gare;Ville
6;4357407;Lausanne-Gare;Ville
6;5219844;Lausanne-Gare;Ville
6;19168009;Lausanne-Gare;Ville
6;19168007;Lausanne-Gare;Ville
6;5219840;Lausanne-Gare;Ville
6;4471840;Lausanne-Gare;Ville
6;5157120;Lausanne-Gare;Ville
6;5219848;Lausanne-Gare;Ville
6;5219856;Lausanne-Gare;Ville
6;5157136;Lausanne-Gare;Ville
6;19262058;Lausanne-Gare;Ville
6;19262057;Lausanne-Gare;Ville
7;31361;Lausanne-Gare;Ville
7;10886;Lausanne-Gare;Ville
7;8954;Lausanne-Gare;Ville
7;31013;Lausanne-Gare;Ville
7;21835;Lausanne-Gare;Ville
7;31362;Lausanne-Gare;Ville
7;23667;Lausanne-Gare;Ville
7;17397;Lausanne-Gare;Ville
7;6098;Lausanne-Gare;Ville
7;10377;Lausanne-Gare;Ville
7;55649;Lausanne-Gare;Ville
7;3313993;Lausanne-Gare;Ville
7;6672901;Lausanne-Gare;Ville
7;3309631;Lausanne-Gare;Ville
7;29187582;Lausanne-Gare;Ville
7;29228602;Lausanne-Gare;Ville
7;6677426;Lausanne-Gare;Ville
7;100747102;Lausanne-Gare;Ville
7;62720707;Lausanne-Gare;Ville
7;4357397;Lausanne-Gare;Ville
7;4357399;Lausanne-Gare;Ville
7;17145351;Lausanne-Gare;Ville
7;4357417;Lausanne-Gare;Ville
7;4357377;Lausanne-Gare;Ville
7;19168001;Lausanne-Gare;Ville
7;19168004;Lausanne-Gare;Ville
7;19168002;Lausanne-Gare;Ville
7;4357407;Lausanne-Gare;Ville
7;5157124;Lausanne-Gare;Ville
7;5219844;Lausanne-Gare;Ville
7;19168009;Lausanne-Gare;Ville
7;19168007;Lausanne-Gare;Ville
7;5219840;Lausanne-Gare;Ville
7;5219848;Lausanne-Gare;Ville
7;5219856;Lausanne-Gare;Ville
7;19262057;Lausanne-Gare;Ville
7;19262058;Lausanne-Gare;Ville
8;31361;Lausanne-Gare;Ville
8;10886;Lausanne-Gare;Ville
8;8954;Lausanne-Gare;Ville
8;31013;Lausanne-Gare;Ville
8;23667;Lausanne-Gare;Ville
8;31362;Lausanne-Gare;Ville
8;21835;Lausanne-Gare;Ville
8;6098;Lausanne-Gare;Ville
8;18995;Lausanne-Gare;Ville
8;10377;Lausanne-Gare;Ville
8;55649;Lausanne-Gare;Ville
8;18675;Lausanne-Gare;Ville
8;3313993;Lausanne-Gare;Ville
8;6672901;Lausanne-Gare;Ville
8;3309631;Lausanne-Gare;Ville
8;29187582;Lausanne-Gare;Ville
8;29228602;Lausanne-Gare;Ville
8;6635632;Lausanne-Gare;Ville
8;100747102;Lausanne-Gare;Ville
8;62720707;Lausanne-Gare;Ville
8;4357397;Lausanne-Gare;Ville
8;4357399;Lausanne-Gare;Ville
8;17145351;Lausanne-Gare;Ville
8;17145353;Lausanne-Gare;Ville
8;19168001;Lausanne-Gare;Ville
8;4357379;Lausanne-Gare;Ville
8;4357377;Lausanne-Gare;Ville
8;4357417;Lausanne-Gare;Ville
8;19168004;Lausanne-Gare;Ville
8;4471810;Lausanne-Gare;Ville
8;4378665;Lausanne-Gare;Ville
8;4357407;Lausanne-Gare;Ville
8;5219844;Lausanne-Gare;Ville
8;19168009;Lausanne-Gare;Ville
8;19168007;Lausanne-Gare;Ville
8;5219840;Lausanne-Gare;Ville
8;4471850;Lausanne-Gare;Ville
8;5219848;Lausanne-Gare;Ville
8;5219856;Lausanne-Gare;Ville
8;5301522;Lausanne-Gare;Ville
9;31361;Lausanne-Gare;Ville
9;10886;Lausanne-Gare;Ville
9;8954;Lausanne-Gare;Ville
9;31013;Lausanne-Gare;Ville
9;23667;Lausanne-Gare;Ville
9;31362;Lausanne-Gare;Ville
9;17397;Lausanne-Gare;Ville
9;6098;Lausanne-Gare;Ville
9;23172;Lausanne-Gare;Ville
9;55649;Lausanne-Gare;Ville
9;19615;Lausanne-Gare;Ville
9;3313993;Lausanne-Gare;Ville
9;6672901;Lausanne-Gare;Ville
9;3309631;Lausanne-Gare;Ville
9;29187582;Lausanne-Gare;Ville
9;29228602;Lausanne-Gare;Ville
9;6635632;Lausanne-Gare;Ville
9;100747102;Lausanne-Gare;Ville
9;62720707;Lausanne-Gare;Ville
9;4357397;Lausanne-Gare;Ville
9;4357399;Lausanne-Gare;Ville
9;17145353;Lausanne-Gare;Ville
9;17145351;Lausanne-Gare;Ville
9;4357379;Lausanne-Gare;Ville
9;4357377;Lausanne-Gare;Ville
9;19168001;Lausanne-Gare;Ville
9;4357417;Lausanne-Gare;Ville
9;19168006;Lausanne-Gare;Ville
9;19168004;Lausanne-Gare;Ville
9;18798854;Lausanne-Gare;Ville
9;4471810;Lausanne-Gare;Ville
9;5219844;Lausanne-Gare;Ville
9;4357407;Lausanne-Gare;Ville
9;4378665;Lausanne-Gare;Ville
9;4357409;Lausanne-Gare;Ville
9;19168007;Lausanne-Gare;Ville
9;5219840;Lausanne-Gare;Ville
9;4471850;Lausanne-Gare;Ville
9;5157120;Lausanne-Gare;Ville
9;5219848;Lausanne-Gare;Ville
9;5219856;Lausanne-Gare;Ville
9;5301522;Lausanne-Gare;Ville
10;31361;Lausanne-Gare;Ville
10;10886;Lausanne-Gare;Ville
10;8954;Lausanne-Gare;Ville
10;23667;Lausanne-Gare;Ville
10;31013;Lausanne-Gare;Ville
10;21835;Lausanne-Gare;Ville
10;17397;Lausanne-Gare;Ville
10;31362;Lausanne-Gare;Ville
10;6098;Lausanne-Gare;Ville
10;23172;Lausanne-Gare;Ville
10;55649;Lausanne-Gare;Ville
10;19632;Lausanne-Gare;Ville
10;3313993;Lausanne-Gare;Ville
10;6672901;Lausanne-Gare;Ville
10;3309631;Lausanne-Gare;Ville
10;29187582;Lausanne-Gare;Ville
10;29228602;Lausanne-Gare;Ville
10;6677426;Lausanne-Gare;Ville
10;100747102;Lausanne-Gare;Ville
10;62720707;Lausanne-Gare;Ville
10;4357399;Lausanne-Gare;Ville
10;4357397;Lausanne-Gare;Ville
10;17145351;Lausanne-Gare;Ville
10;19168001;Lausanne-Gare;Ville
10;19168004;Lausanne-Gare;Ville
10;4357377;Lausanne-Gare;Ville
10;18798854;Lausanne-Gare;Ville
10;4357417;Lausanne-Gare;Ville
10;5219844;Lausanne-Gare;Ville
10;4378665;Lausanne-Gare;Ville
10;4357407;Lausanne-Gare;Ville
10;19168009;Lausanne-Gare;Ville
10;19168007;Lausanne-Gare;Ville
10;5219840;Lausanne-Gare;Ville
10;4471850;Lausanne-Gare;Ville
10;5219848;Lausanne-Gare;Ville
10;5219856;Lausanne-Gare;Ville
10;5301522;Lausanne-Gare;Ville
10;5301514;Lausanne-Gare;Ville
11;31361;Lausanne-Gare;Ville
11;10886;Lausanne-Gare;Ville
11;8954;Lausanne-Gare;Ville
11;23667;Lausanne-Gare;Ville
11;31362;Lausanne-Gare;Ville
11;6098;Lausanne-Gare;Ville
11;21835;Lausanne-Gare;Ville
11;23172;Lausanne-Gare;Ville
11;59714;Lausanne-Gare;Ville
11;3313993;Lausanne-Gare;Ville
11;6672901;Lausanne-Gare;Ville
11;3309631;Lausanne-Gare;Ville
11;29187582;Lausanne-Gare;Ville
11;29228602;Lausanne-Gare;Ville
11;6677426;Lausanne-Gare;Ville
11;100747102;Lausanne-Gare;Ville
11;62720707;Lausanne-Gare;Ville
11;4357399;Lausanne-Gare;Ville
11;4357397;Lausanne-Gare;Ville
11;4378645;Lausanne-Gare;Ville
11;17145353;Lausanne-Gare;Ville
11;17145351;Lausanne-Gare;Ville
11;19168001;Lausanne-Gare;Ville
11;19168004;Lausanne-Gare;Ville
11;4357377;Lausanne-Gare;Ville
11;18798854;Lausanne-Gare;Ville
11;4357417;Lausanne-Gare;Ville
11;4471810;Lausanne-Gare;Ville
11;5219844;Lausanne-Gare;Ville
11;4357407;Lausanne-Gare;Ville
11;4357409;Lausanne-Gare;Ville
11;4378665;Lausanne-Gare;Ville
11;19168009;Lausanne-Gare;Ville
11;4471850;Lausanne-Gare;Ville
11;19168007;Lausanne-Gare;Ville
11;5219840;Lausanne-Gare;Ville
11;5157120;Lausanne-Gare;Ville
11;5219848;Lausanne-Gare;Ville
11;5219856;Lausanne-Gare;Ville
11;5301522;Lausanne-Gare;Ville
11;19262057;Lausanne-Gare;Ville
12;31361;Lausanne-Gare;Ville
12;31362;Lausanne-Gare;Ville
12;23667;Lausanne-Gare;Ville
12;21835;Lausanne-Gare;Ville
12;6098;Lausanne-Gare;Ville
12;11975;Lausanne-Gare;Ville
12;28492;Lausanne-Gare;Ville
12;3313993;Lausanne-Gare;Ville
12;6672901;Lausanne-Gare;Ville
12;3309631;Lausanne-Gare;Ville
12;29187582;Lausanne-Gare;Ville
12;29228602;Lausanne-Gare;Ville
12;6635632;Lausanne-Gare;Ville
12;100747102;Lausanne-Gare;Ville
12;4357399;Lausanne-Gare;Ville
12;4357397;Lausanne-Gare;Ville
12;17145353;Lausanne-Gare;Ville
12;17145351;Lausanne-Gare;Ville
12;4378645;Lausanne-Gare;Ville
12;19168001;Lausanne-Gare;Ville
12;4357377;Lausanne-Gare;Ville
12;18798854;Lausanne-Gare;Ville
12;19168006;Lausanne-Gare;Ville
12;19168004;Lausanne-Gare;Ville
12;4357417;Lausanne-Gare;Ville
12;5219844;Lausanne-Gare;Ville
12;4471810;Lausanne-Gare;Ville
12;4378665;Lausanne-Gare;Ville
12;4357407;Lausanne-Gare;Ville
12;4357409;Lausanne-Gare;Ville
12;4471850;Lausanne-Gare;Ville
12;19168007;Lausanne-Gare;Ville
12;19168009;Lausanne-Gare;Ville
12;5219840;Lausanne-Gare;Ville
12;5219848;Lausanne-Gare;Ville
12;5219856;Lausanne-Gare;Ville
12;5301522;Lausanne-Gare;Ville
12;19262057;Lausanne-Gare;Ville
13;31361;Lausanne-Gare;Ville
13;8954;Lausanne-Gare;Ville
13;23667;Lausanne-Gare;Ville
13;31362;Lausanne-Gare;Ville
13;21835;Lausanne-Gare;Ville
13;17397;Lausanne-Gare;Ville
13;6098;Lausanne-Gare;Ville
13;10377;Lausanne-Gare;Ville
13;23172;Lausanne-Gare;Ville
13;55649;Lausanne-Gare;Ville
13;59714;Lausanne-Gare;Ville
13;3313993;Lausanne-Gare;Ville
13;6672901;Lausanne-Gare;Ville
13;3308979;Lausanne-Gare;Ville
13;29187582;Lausanne-Gare;Ville
13;6667741;Lausanne-Gare;Ville
13;29228602;Lausanne-Gare;Ville
13;100747102;Lausanne-Gare;Ville
13;62720707;Lausanne-Gare;Ville
13;4357399;Lausanne-Gare;Ville
13;17145353;Lausanne-Gare;Ville
13;4378645;Lausanne-Gare;Ville
13;17145351;Lausanne-Gare;Ville
13;19168001;Lausanne-Gare;Ville
13;4357379;Lausanne-Gare;Ville
13;19168004;Lausanne-Gare;Ville
13;4357377;Lausanne-Gare;Ville
13;5219844;Lausanne-Gare;Ville
13;4357417;Lausanne-Gare;Ville
13;4471810;Lausanne-Gare;Ville
13;4378665;Lausanne-Gare;Ville
13;4357419;Lausanne-Gare;Ville
13;4357407;Lausanne-Gare;Ville
13;4357409;Lausanne-Gare;Ville
13;19168007;Lausanne-Gare;Ville
13;5219840;Lausanne-Gare;Ville
13;5219848;Lausanne-Gare;Ville
13;5219856;Lausanne-Gare;Ville
13;5301522;Lausanne-Gare;Ville
14;31361;Lausanne-Gare;Ville
14;10886;Lausanne-Gare;Ville
14;8954;Lausanne-Gare;Ville
14;31362;Lausanne-Gare;Ville
14;23667;Lausanne-Gare;Ville
14;31013;Lausanne-Gare;Ville
14;21835;Lausanne-Gare;Ville
14;41138;Lausanne-Gare;Ville
14;17397;Lausanne-Gare;Ville
14;6098;Lausanne-Gare;Ville
14;23172;Lausanne-Gare;Ville
14;18675;Lausanne-Gare;Ville
14;3313993;Lausanne-Gare;Ville
14;6672901;Lausanne-Gare;Ville
14;3309631;Lausanne-Gare;Ville
14;29187582;Lausanne-Gare;Ville
14;29228602;Lausanne-Gare;Ville
14;6677426;Lausanne-Gare;Ville
14;100747102;Lausanne-Gare;Ville
14;62720707;Lausanne-Gare;Ville
14;4357397;Lausanne-Gare;Ville
14;17145353;Lausanne-Gare;Ville
14;17145351;Lausanne-Gare;Ville
14;19168001;Lausanne-Gare;Ville
14;19168004;Lausanne-Gare;Ville
14;4357377;Lausanne-Gare;Ville
14;5219844;Lausanne-Gare;Ville
14;4357417;Lausanne-Gare;Ville
14;19168006;Lausanne-Gare;Ville
14;4378665;Lausanne-Gare;Ville
14;4357407;Lausanne-Gare;Ville
14;4471850;Lausanne-Gare;Ville
14;4357409;Lausanne-Gare;Ville
14;19168007;Lausanne-Gare;Ville
14;5219840;Lausanne-Gare;Ville
14;4471840;Lausanne-Gare;Ville
14;5219848;Lausanne-Gare;Ville
14;5219856;Lausanne-Gare;Ville
14;5301522;Lausanne-Gare;Ville
15;31361;Lausanne-Gare;Ville
15;10886;Lausanne-Gare;Ville
15;31013;Lausanne-Gare;Ville
15;31362;Lausanne-Gare;Ville
15;17397;Lausanne-Gare;Ville
15;23667;Lausanne-Gare;Ville
15;15614;Lausanne-Gare;Ville
15;18999;Lausanne-Gare;Ville
15;55649;Lausanne-Gare;Ville
15;18675;Lausanne-Gare;Ville
15;59714;Lausanne-Gare;Ville
15;3313993;Lausanne-Gare;Ville
15;6672901;Lausanne-Gare;Ville
15;3309631;Lausanne-Gare;Ville
15;29187582;Lausanne-Gare;Ville
15;29228602;Lausanne-Gare;Ville
15;6677426;Lausanne-Gare;Ville
15;100747102;Lausanne-Gare;Ville
15;4357399;Lausanne-Gare;Ville
15;17145351;Lausanne-Gare;Ville
15;19168001;Lausanne-Gare;Ville
15;4357379;Lausanne-Gare;Ville
15;18798854;Lausanne-Gare;Ville
15;4357377;Lausanne-Gare;Ville
15;19168004;Lausanne-Gare;Ville
15;5219844;Lausanne-Gare;Ville
15;4357417;Lausanne-Gare;Ville
15;4471810;Lausanne-Gare;Ville
15;4378665;Lausanne-Gare;Ville
15;4357407;Lausanne-Gare;Ville
15;4357409;Lausanne-Gare;Ville
15;4471850;Lausanne-Gare;Ville
15;19168007;Lausanne-Gare;Ville
15;19168009;Lausanne-Gare;Ville
15;5219840;Lausanne-Gare;Ville
15;5219848;Lausanne-Gare;Ville
15;5219856;Lausanne-Gare;Ville
1;28421;Ouchy;Lac
1;3782;Ouchy;Lac
1;18606;Ouchy;Lac
1;28422;Ouchy;Lac
1;18918;Ouchy;Lac
1;21835;Ouchy;Lac
1;11975;Ouchy;Lac
1;19632;Ouchy;Lac
1;31013;Ouchy;Lac
1;31022;Ouchy;Lac
1;8993;Ouchy;Lac
1;18956;Ouchy;Lac
1;30391;Ouchy;Lac
1;59714;Ouchy;Lac
1;6636249;Ouchy;Lac
1;3309065;Ouchy;Lac
1;29207390;Ouchy;Lac
1;3324429;Ouchy;Lac
1;6645963;Ouchy;Lac
1;164261738;Ouchy;Lac
1;100744989;Ouchy;Lac
1;62720707;Ouchy;Lac
1;17044486;Ouchy;Lac
1;4386346;Ouchy;Lac
1;4386306;Ouchy;Lac
1;19052806;Ouchy;Lac
1;18780676;Ouchy;Lac
1;18780674;Ouchy;Lac
1;19052802;Ouchy;Lac
1;19052803;Ouchy;Lac
1;5142533;Ouchy;Lac
1;18780776;Ouchy;Lac
1;4357142;Ouchy;Lac
1;5151745;Ouchy;Lac
1;5153792;Ouchy;Lac
1;5151761;Ouchy;Lac
1;5142544;Ouchy;Lac
1;5153808;Ouchy;Lac
1;18775560;Ouchy;Lac
1;158035712;Ouchy;Lac
1;5138184;Ouchy;Lac
2;3782;Ouchy;Lac
2;28421;Ouchy;Lac
2;19632;Ouchy;Lac
2;18606;Ouchy;Lac
2;28422;Ouchy;Lac
2;8993;Ouchy;Lac
2;31013;Ouchy;Lac
2;31022;Ouchy;Lac
2;31012;Ouchy;Lac
2;59714;Ouchy;Lac
2;24263;Ouchy;Lac
2;6636249;Ouchy;Lac
2;3309065;Ouchy;Lac
2;29207390;Ouchy;Lac
2;3319965;Ouchy;Lac
2;6645963;Ouchy;Lac
2;100745824;Ouchy;Lac
2;62720707;Ouchy;Lac
2;17044486;Ouchy;Lac
2;4386346;Ouchy;Lac
2;19052805;Ouchy;Lac
2;19052806;Ouchy;Lac
2;4386306;Ouchy;Lac
2;18780676;Ouchy;Lac
2;4482346;Ouchy;Lac
2;18780674;Ouchy;Lac
2;18780776;Ouchy;Lac
2;4357398;Ouchy;Lac
2;5153796;Ouchy;Lac
2;5142533;Ouchy;Lac
2;5151745;Ouchy;Lac
2;5153792;Ouchy;Lac
2;5151761;Ouchy;Lac
2;5142544;Ouchy;Lac
2;5142529;Ouchy;Lac
2;5153808;Ouchy;Lac
2;154964480;Ouchy;Lac
2;10432257;Ouchy;Lac
2;104054846;Ouchy;Lac
2;104054846;Ouchy;Lac
3;3782;Ouchy;Lac
3;8993;Ouchy;Lac
3;19632;Ouchy;Lac
3;21835;Ouchy;Lac
3;17397;Ouchy;Lac
3;10209;Ouchy;Lac
3;31022;Ouchy;Lac
3;31013;Ouchy;Lac
3;23371;Ouchy;Lac
3;30391;Ouchy;Lac
3;59714;Ouchy;Lac
3;6636249;Ouchy;Lac
3;3309065;Ouchy;Lac
3;29207390;Ouchy;Lac
3;3319965;Ouchy;Lac
3;6645963;Ouchy;Lac
