Survey;CellID;Location;Area
3;29216556;Ouchy;Lac
3;100745824;Ouchy;Lac
3;62720707;Ouchy;Lac
3;17044486;Ouchy;Lac
3;19052806;Ouchy;Lac
3;4386306;Ouchy;Lac
3;18780676;Ouchy;Lac
3;4386346;Ouchy;Lac
3;18780674;Ouchy;Lac
3;4482346;Ouchy;Lac
3;18780776;Ouchy;Lac
3;4357398;Ouchy;Lac
3;5142533;Ouchy;Lac
3;5164548;Ouchy;Lac
3;5151745;Ouchy;Lac
3;18775560;Ouchy;Lac
3;5153792;Ouchy;Lac
3;5153808;Ouchy;Lac
3;5151761;Ouchy;Lac
3;5142544;Ouchy;Lac
3;158035712;Ouchy;Lac
3;104252477;Ouchy;Lac
3;104252477;Ouchy;Lac
3;5138184;Ouchy;Lac
4;3782;Ouchy;Lac
4;28421;Ouchy;Lac
4;19632;Ouchy;Lac
4;8993;Ouchy;Lac
4;18606;Ouchy;Lac
4;31012;Ouchy;Lac
4;31013;Ouchy;Lac
4;23371;Ouchy;Lac
4;30391;Ouchy;Lac
4;59714;Ouchy;Lac
4;6636249;Ouchy;Lac
4;3309065;Ouchy;Lac
4;3319965;Ouchy;Lac
4;29190634;Ouchy;Lac
4;6645963;Ouchy;Lac
4;164235740;Ouchy;Lac
4;100745824;Ouchy;Lac
4;17044486;Ouchy;Lac
4;4386306;Ouchy;Lac
4;19052806;Ouchy;Lac
4;18780676;Ouchy;Lac
4;4386346;Ouchy;Lac
4;18780674;Ouchy;Lac
4;18780776;Ouchy;Lac
4;4482346;Ouchy;Lac
4;5142533;Ouchy;Lac
4;5164548;Ouchy;Lac
4;5151745;Ouchy;Lac
4;18775560;Ouchy;Lac
4;5151761;Ouchy;Lac
4;5142544;Ouchy;Lac
4;5153808;Ouchy;Lac
4;154964480;Ouchy;Lac
4;104054846;Ouchy;Lac
4;104054846;Ouchy;Lac
4;5138184;Ouchy;Lac
5;3782;Ouchy;Lac
5;28421;Ouchy;Lac
5;28422;Ouchy;Lac
5;8993;Ouchy;Lac
5;18918;Ouchy;Lac
5;19632;Ouchy;Lac
5;31013;Ouchy;Lac
5;31022;Ouchy;Lac
5;31012;Ouchy;Lac
5;30391;Ouchy;Lac
5;23172;Ouchy;Lac
5;59714;Ouchy;Lac
5;59715;Ouchy;Lac
5;24263;Ouchy;Lac
5;6636249;Ouchy;Lac
5;3309065;Ouchy;Lac
5;29207390;Ouchy;Lac
5;3319965;Ouchy;Lac
5;6645963;Ouchy;Lac
5;164235740;Ouchy;Lac
5;100741308;Ouchy;Lac
5;62720707;Ouchy;Lac
5;17044486;Ouchy;Lac
5;19052806;Ouchy;Lac
5;18780674;Ouchy;Lac
5;4386346;Ouchy;Lac
5;18780776;Ouchy;Lac
5;4482346;Ouchy;Lac
5;5142533;Ouchy;Lac
5;5153796;Ouchy;Lac
5;5164548;Ouchy;Lac
5;5151745;Ouchy;Lac
5;5153792;Ouchy;Lac
5;18775560;Ouchy;Lac
5;5151761;Ouchy;Lac
5;5142544;Ouchy;Lac
5;158035712;Ouchy;Lac
5;5138184;Ouchy;Lac
6;3782;Ouchy;Lac
6;28421;Ouchy;Lac
6;8993;Ouchy;Lac
6;21835;Ouchy;Lac
6;18606;Ouchy;Lac
6;31013;Ouchy;Lac
6;19632;Ouchy;Lac
6;31022;Ouchy;Lac
6;23371;Ouchy;Lac
6;30391;Ouchy;Lac
6;6636249;Ouchy;Lac
6;3309065;Ouchy;Lac
6;29187560;Ouchy;Lac
6;3311598;Ouchy;Lac
6;6635633;Ouchy;Lac
6;164235740;Ouchy;Lac
6;100745824;Ouchy;Lac
6;17044486;Ouchy;Lac
6;4386306;Ouchy;Lac
6;18780676;Ouchy;Lac
6;18780674;Ouchy;Lac
6;4386346;Ouchy;Lac
6;18780776;Ouchy;Lac
6;5142533;Ouchy;Lac
6;5164548;Ouchy;Lac
6;5153792;Ouchy;Lac
6;5151745;Ouchy;Lac
6;18775560;Ouchy;Lac
6;5151761;Ouchy;Lac
6;5142544;Ouchy;Lac
6;104252477;Ouchy;Lac
6;104252477;Ouchy;Lac
6;5138184;Ouchy;Lac
7;3782;Ouchy;Lac
7;28421;Ouchy;Lac
7;10886;Ouchy;Lac
7;8993;Ouchy;Lac
7;31013;Ouchy;Lac
7;19632;Ouchy;Lac
7;31012;Ouchy;Lac
7;18606;Ouchy;Lac
7;23172;Ouchy;Lac
7;30391;Ouchy;Lac
7;59714;Ouchy;Lac
7;59715;Ouchy;Lac
7;6636249;Ouchy;Lac
7;3309065;Ouchy;Lac
7;29207390;Ouchy;Lac
7;3319965;Ouchy;Lac
7;6645963;Ouchy;Lac
7;100745824;Ouchy;Lac
7;62720707;Ouchy;Lac
7;17044486;Ouchy;Lac
7;4386306;Ouchy;Lac
7;18780676;Ouchy;Lac
7;19052806;Ouchy;Lac
7;18780674;Ouchy;Lac
7;4357398;Ouchy;Lac
7;18780776;Ouchy;Lac
7;4482346;Ouchy;Lac
7;5142533;Ouchy;Lac
7;5164548;Ouchy;Lac
7;5151745;Ouchy;Lac
7;18775560;Ouchy;Lac
7;5151761;Ouchy;Lac
7;5142544;Ouchy;Lac
7;16844034;Ouchy;Lac
7;5153808;Ouchy;Lac
7;5219849;Ouchy;Lac
7;104027965;Ouchy;Lac
7;104027965;Ouchy;Lac
7;5138184;Ouchy;Lac
8;3782;Ouchy;Lac
8;28421;Ouchy;Lac
8;28422;Ouchy;Lac
8;8993;Ouchy;Lac
8;31013;Ouchy;Lac
8;31012;Ouchy;Lac
8;31022;Ouchy;Lac
8;19632;Ouchy;Lac
8;23371;Ouchy;Lac
8;23172;Ouchy;Lac
8;30391;Ouchy;Lac
8;59714;Ouchy;Lac
8;6636249;Ouchy;Lac
8;3309065;Ouchy;Lac
8;29207390;Ouchy;Lac
8;3319965;Ouchy;Lac
8;6645963;Ouchy;Lac
8;100745824;Ouchy;Lac
8;62720707;Ouchy;Lac
8;17044486;Ouchy;Lac
8;4386306;Ouchy;Lac
8;18780676;Ouchy;Lac
8;19052806;Ouchy;Lac
8;18780674;Ouchy;Lac
8;4386346;Ouchy;Lac
8;18780776;Ouchy;Lac
8;5142533;Ouchy;Lac
8;4482346;Ouchy;Lac
8;4357142;Ouchy;Lac
8;5151745;Ouchy;Lac
8;5151761;Ouchy;Lac
8;5142544;Ouchy;Lac
8;18775560;Ouchy;Lac
8;104054846;Ouchy;Lac
8;104054846;Ouchy;Lac
8;5138184;Ouchy;Lac
9;28421;Ouchy;Lac
9;3782;Ouchy;Lac
9;10886;Ouchy;Lac
9;8993;Ouchy;Lac
9;31013;Ouchy;Lac
9;21835;Ouchy;Lac
9;31022;Ouchy;Lac
9;23667;Ouchy;Lac
9;17397;Ouchy;Lac
9;19632;Ouchy;Lac
9;18606;Ouchy;Lac
9;23371;Ouchy;Lac
9;23172;Ouchy;Lac
9;30391;Ouchy;Lac
9;59714;Ouchy;Lac
9;6636249;Ouchy;Lac
9;3309065;Ouchy;Lac
9;29207390;Ouchy;Lac
9;3319965;Ouchy;Lac
9;6645963;Ouchy;Lac
9;164235740;Ouchy;Lac
9;100745824;Ouchy;Lac
9;17044486;Ouchy;Lac
9;4386306;Ouchy;Lac
9;18780676;Ouchy;Lac
9;19052806;Ouchy;Lac
9;4386346;Ouchy;Lac
9;18780674;Ouchy;Lac
9;18780776;Ouchy;Lac
9;4482346;Ouchy;Lac
9;4357142;Ouchy;Lac
9;5142533;Ouchy;Lac
9;5151745;Ouchy;Lac
9;5142544;Ouchy;Lac
9;18775560;Ouchy;Lac
9;5151761;Ouchy;Lac
9;5219849;Ouchy;Lac
10;28421;Ouchy;Lac
10;3782;Ouchy;Lac
10;18921;Ouchy;Lac
10;10886;Ouchy;Lac
10;8993;Ouchy;Lac
10;31013;Ouchy;Lac
10;31022;Ouchy;Lac
10;31012;Ouchy;Lac
10;18956;Ouchy;Lac
10;19632;Ouchy;Lac
10;18606;Ouchy;Lac
10;23371;Ouchy;Lac
10;37473;Ouchy;Lac
10;30391;Ouchy;Lac
10;59714;Ouchy;Lac
10;59715;Ouchy;Lac
10;24263;Ouchy;Lac
10;6636249;Ouchy;Lac
10;3308377;Ouchy;Lac
10;29207390;Ouchy;Lac
10;3319965;Ouchy;Lac
10;6645963;Ouchy;Lac
10;100745824;Ouchy;Lac
10;17044486;Ouchy;Lac
10;4386306;Ouchy;Lac
10;19052806;Ouchy;Lac
10;18780676;Ouchy;Lac
10;18780674;Ouchy;Lac
10;4386346;Ouchy;Lac
10;4482346;Ouchy;Lac
10;18780776;Ouchy;Lac
10;5142533;Ouchy;Lac
10;5151745;Ouchy;Lac
10;18775560;Ouchy;Lac
10;5151761;Ouchy;Lac
10;5142544;Ouchy;Lac
10;5153792;Ouchy;Lac
10;5219849;Ouchy;Lac
10;104252477;Ouchy;Lac
10;104252477;Ouchy;Lac
11;3782;Ouchy;Lac
11;28421;Ouchy;Lac
11;28422;Ouchy;Lac
11;8993;Ouchy;Lac
11;21835;Ouchy;Lac
11;31012;Ouchy;Lac
11;31013;Ouchy;Lac
11;19632;Ouchy;Lac
11;18606;Ouchy;Lac
11;23172;Ouchy;Lac
11;59714;Ouchy;Lac
11;24263;Ouchy;Lac
11;6636249;Ouchy;Lac
11;3309065;Ouchy;Lac
11;29207390;Ouchy;Lac
11;3319965;Ouchy;Lac
11;6645963;Ouchy;Lac
11;100745824;Ouchy;Lac
11;62720707;Ouchy;Lac
11;17044486;Ouchy;Lac
11;4386306;Ouchy;Lac
11;18780676;Ouchy;Lac
11;19052806;Ouchy;Lac
11;19052805;Ouchy;Lac
11;18780674;Ouchy;Lac
11;4386346;Ouchy;Lac
11;18780776;Ouchy;Lac
11;4482346;Ouchy;Lac
11;5142533;Ouchy;Lac
11;5151745;Ouchy;Lac
11;18775560;Ouchy;Lac
11;5151761;Ouchy;Lac
11;5142544;Ouchy;Lac
11;5153792;Ouchy;Lac
11;158035712;Ouchy;Lac
11;154964480;Ouchy;Lac
11;104252477;Ouchy;Lac
11;104252477;Ouchy;Lac
12;3782;Ouchy;Lac
12;18921;Ouchy;Lac
12;8993;Ouchy;Lac
12;17397;Ouchy;Lac
12;31012;Ouchy;Lac
12;31013;Ouchy;Lac
12;31022;Ouchy;Lac
12;30391;Ouchy;Lac
12;59714;Ouchy;Lac
12;59715;Ouchy;Lac
12;6636249;Ouchy;Lac
12;3309065;Ouchy;Lac
12;29207390;Ouchy;Lac
12;3311598;Ouchy;Lac
12;6645963;Ouchy;Lac
12;100745824;Ouchy;Lac
12;62720707;Ouchy;Lac
12;17044486;Ouchy;Lac
12;4386306;Ouchy;Lac
12;18780676;Ouchy;Lac
12;19052806;Ouchy;Lac
12;18780674;Ouchy;Lac
12;4386346;Ouchy;Lac
12;18780776;Ouchy;Lac
12;4482346;Ouchy;Lac
12;4359958;Ouchy;Lac
12;5151745;Ouchy;Lac
12;5151761;Ouchy;Lac
12;5142544;Ouchy;Lac
12;5153792;Ouchy;Lac
12;18775560;Ouchy;Lac
12;5153808;Ouchy;Lac
12;5138184;Ouchy;Lac
13;3782;Ouchy;Lac
13;18921;Ouchy;Lac
13;8993;Ouchy;Lac
13;17397;Ouchy;Lac
13;31012;Ouchy;Lac
13;31013;Ouchy;Lac
13;31022;Ouchy;Lac
13;30391;Ouchy;Lac
13;59714;Ouchy;Lac
13;59715;Ouchy;Lac
13;6636249;Ouchy;Lac
13;3309065;Ouchy;Lac
13;29207390;Ouchy;Lac
13;3311598;Ouchy;Lac
13;6645963;Ouchy;Lac
13;100745824;Ouchy;Lac
13;62720707;Ouchy;Lac
13;17044486;Ouchy;Lac
13;4386306;Ouchy;Lac
13;18780676;Ouchy;Lac
13;19052806;Ouchy;Lac
13;18780674;Ouchy;Lac
13;4386346;Ouchy;Lac
13;18780776;Ouchy;Lac
13;4482346;Ouchy;Lac
13;4359958;Ouchy;Lac
13;5151745;Ouchy;Lac
13;5151761;Ouchy;Lac
13;5142544;Ouchy;Lac
13;5153792;Ouchy;Lac
13;18775560;Ouchy;Lac
13;5153808;Ouchy;Lac
13;5138184;Ouchy;Lac
14;28421;Ouchy;Lac
14;28422;Ouchy;Lac
14;17397;Ouchy;Lac
14;31022;Ouchy;Lac
14;18956;Ouchy;Lac
14;19632;Ouchy;Lac
14;3781;Ouchy;Lac
14;30391;Ouchy;Lac
14;59714;Ouchy;Lac
14;6636249;Ouchy;Lac
14;3308377;Ouchy;Lac
14;29203979;Ouchy;Lac
14;3319965;Ouchy;Lac
14;6645963;Ouchy;Lac
14;100745824;Ouchy;Lac
14;17044486;Ouchy;Lac
14;4386306;Ouchy;Lac
14;18780676;Ouchy;Lac
14;19052806;Ouchy;Lac
14;18780674;Ouchy;Lac
14;19052805;Ouchy;Lac
14;4386346;Ouchy;Lac
14;18780776;Ouchy;Lac
14;4482346;Ouchy;Lac
14;4359958;Ouchy;Lac
14;5153796;Ouchy;Lac
14;5151745;Ouchy;Lac
14;5142544;Ouchy;Lac
14;5153792;Ouchy;Lac
14;18775560;Ouchy;Lac
14;5151761;Ouchy;Lac
14;158035712;Ouchy;Lac
14;104252477;Ouchy;Lac
14;104252477;Ouchy;Lac
14;5138184;Ouchy;Lac
15;3782;Ouchy;Lac
15;28421;Ouchy;Lac
15;17397;Ouchy;Lac
15;10886;Ouchy;Lac
15;31012;Ouchy;Lac
15;31022;Ouchy;Lac
15;18956;Ouchy;Lac
15;19632;Ouchy;Lac
15;33426;Ouchy;Lac
15;23172;Ouchy;Lac
15;30391;Ouchy;Lac
15;59714;Ouchy;Lac
15;59715;Ouchy;Lac
15;6636249;Ouchy;Lac
15;3309065;Ouchy;Lac
15;29207390;Ouchy;Lac
15;3319965;Ouchy;Lac
15;6645963;Ouchy;Lac
15;164235740;Ouchy;Lac
15;100745824;Ouchy;Lac
15;17044486;Ouchy;Lac
15;19052806;Ouchy;Lac
15;18780676;Ouchy;Lac
15;18780674;Ouchy;Lac
15;4386346;Ouchy;Lac
15;18780776;Ouchy;Lac
15;4359958;Ouchy;Lac
15;5142533;Ouchy;Lac
15;5151745;Ouchy;Lac
15;5153792;Ouchy;Lac
15;18775560;Ouchy;Lac
15;5151761;Ouchy;Lac
15;5142544;Ouchy;Lac
15;5153808;Ouchy;Lac
15;154964480;Ouchy;Lac
15;5138184;Ouchy;Lac
1;10210;Préverenges;Lac
1;10209;Préverenges;Lac
1;8993;Préverenges;Lac
1;15613;Préverenges;Lac
1;17489;Préverenges;Lac
1;23341;Préverenges;Lac
1;18957;Préverenges;Lac
1;52305;Préverenges;Lac
1;15652;Préverenges;Lac
1;8954;Préverenges;Lac
1;41218;Préverenges;Lac
1;59714;Préverenges;Lac
1;9879028;Préverenges;Lac
1;29208820;Préverenges;Lac
1;6676745;Préverenges;Lac
1;164252549;Préverenges;Lac
1;3309351;Préverenges;Lac
1;164251577;Préverenges;Lac
1;100745824;Préverenges;Lac
1;6637083;Préverenges;Lac
1;164296533;Préverenges;Lac
1;62720707;Préverenges;Lac
1;17028872;Préverenges;Lac
1;4468758;Préverenges;Lac
1;5135366;Préverenges;Lac
1;4468738;Préverenges;Lac
1;17055493;Préverenges;Lac
1;154972434;Préverenges;Lac
1;18827522;Préverenges;Lac
1;5135362;Préverenges;Lac
1;5135370;Préverenges;Lac
1;11021062;Préverenges;Lac
1;11138311;Préverenges;Lac
1;2972677;Préverenges;Lac
1;104252477;Préverenges;Lac
1;104252477;Préverenges;Lac
1;108197951;Préverenges;Lac
1;108197951;Préverenges;Lac
1;10380808;Préverenges;Lac
1;10432257;Préverenges;Lac
2;10210;Préverenges;Lac
2;10209;Préverenges;Lac
2;8993;Préverenges;Lac
2;17489;Préverenges;Lac
2;23341;Préverenges;Lac
2;15613;Préverenges;Lac
2;8954;Préverenges;Lac
2;15652;Préverenges;Lac
2;52305;Préverenges;Lac
2;18957;Préverenges;Lac
2;29208820;Préverenges;Lac
2;164251577;Préverenges;Lac
2;164251575;Préverenges;Lac
2;3320141;Préverenges;Lac
2;3316081;Préverenges;Lac
2;164251576;Préverenges;Lac
2;100745824;Préverenges;Lac
2;6637083;Préverenges;Lac
2;6675455;Préverenges;Lac
2;23499276;Préverenges;Lac
2;23499883;Préverenges;Lac
2;164248889;Préverenges;Lac
2;4468758;Préverenges;Lac
2;5135366;Préverenges;Lac
2;5270276;Préverenges;Lac
2;4468738;Préverenges;Lac
2;17055493;Préverenges;Lac
2;5135362;Préverenges;Lac
2;154964480;Préverenges;Lac
2;154964489;Préverenges;Lac
2;104054846;Préverenges;Lac
2;104054846;Préverenges;Lac
2;5270272;Préverenges;Lac
2;5135361;Préverenges;Lac
2;104054866;Préverenges;Lac
2;4403458;Préverenges;Lac
2;104054866;Préverenges;Lac
2;17055490;Préverenges;Lac
2;5135378;Préverenges;Lac
2;10432257;Préverenges;Lac
2;10380808;Préverenges;Lac
2;18863720;Préverenges;Lac
3;10210;Préverenges;Lac
3;10209;Préverenges;Lac
3;8993;Préverenges;Lac
3;23341;Préverenges;Lac
3;15613;Préverenges;Lac
3;17489;Préverenges;Lac
3;8954;Préverenges;Lac
3;15652;Préverenges;Lac
3;52305;Préverenges;Lac
3;18957;Préverenges;Lac
3;2983;Préverenges;Lac
3;29208820;Préverenges;Lac
3;6676745;Préverenges;Lac
3;3309351;Préverenges;Lac
3;164251577;Préverenges;Lac
3;164252591;Préverenges;Lac
3;164238382;Préverenges;Lac
3;3320141;Préverenges;Lac
3;100745824;Préverenges;Lac
3;23499276;Préverenges;Lac
3;164248889;Préverenges;Lac
3;17028872;Préverenges;Lac
3;4468758;Préverenges;Lac
3;5135366;Préverenges;Lac
3;4468738;Préverenges;Lac
3;17055493;Préverenges;Lac
3;154964489;Préverenges;Lac
3;104054846;Préverenges;Lac
3;158035712;Préverenges;Lac
3;154964480;Préverenges;Lac
3;104054846;Préverenges;Lac
3;5270272;Préverenges;Lac
3;11021062;Préverenges;Lac
3;5135361;Préverenges;Lac
3;4403458;Préverenges;Lac
3;17055490;Préverenges;Lac
3;5135377;Préverenges;Lac
3;5135378;Préverenges;Lac
3;10432257;Préverenges;Lac
3;10380808;Préverenges;Lac
3;108197951;Préverenges;Lac
3;5248272;Préverenges;Lac
3;108197951;Préverenges;Lac
3;2972677;Préverenges;Lac
4;10210;Préverenges;Lac
4;10886;Préverenges;Lac
4;18968;Préverenges;Lac
4;18930;Préverenges;Lac
4;17397;Préverenges;Lac
4;10209;Préverenges;Lac
4;12498;Préverenges;Lac
4;18625;Préverenges;Lac
4;23341;Préverenges;Lac
4;15613;Préverenges;Lac
4;17489;Préverenges;Lac
4;52305;Préverenges;Lac
4;18957;Préverenges;Lac
4;24263;Préverenges;Lac
4;9877003;Préverenges;Lac
4;6675935;Préverenges;Lac
4;29208820;Préverenges;Lac
4;164252396;Préverenges;Lac
4;23507082;Préverenges;Lac
4;164234411;Préverenges;Lac
4;3309351;Préverenges;Lac
4;100745824;Préverenges;Lac
4;23499276;Préverenges;Lac
4;62720707;Préverenges;Lac
4;5270276;Préverenges;Lac
4;4468758;Préverenges;Lac
4;5135366;Préverenges;Lac
4;154972434;Préverenges;Lac
4;17055493;Préverenges;Lac
4;104054866;Préverenges;Lac
4;10756108;Préverenges;Lac
4;4468738;Préverenges;Lac
4;104054866;Préverenges;Lac
4;154964480;Préverenges;Lac
4;5270272;Préverenges;Lac
4;11021062;Préverenges;Lac
4;11017225;Préverenges;Lac
4;10380808;Préverenges;Lac
4;10432257;Préverenges;Lac
4;108197951;Préverenges;Lac
4;108197951;Préverenges;Lac
4;156438019;Préverenges;Lac
5;10210;Préverenges;Lac
5;10886;Préverenges;Lac
5;10209;Préverenges;Lac
5;17397;Préverenges;Lac
5;18616;Préverenges;Lac
5;18625;Préverenges;Lac
5;23341;Préverenges;Lac
5;52305;Préverenges;Lac
5;15613;Préverenges;Lac
5;8993;Préverenges;Lac
5;18957;Préverenges;Lac
5;41218;Préverenges;Lac
5;9877003;Préverenges;Lac
5;6675935;Préverenges;Lac
5;164252614;Préverenges;Lac
5;29208820;Préverenges;Lac
5;164283598;Préverenges;Lac
5;164234411;Préverenges;Lac
5;3309351;Préverenges;Lac
5;23507082;Préverenges;Lac
5;100747102;Préverenges;Lac
5;164296533;Préverenges;Lac
5;23499276;Préverenges;Lac
5;164248889;Préverenges;Lac
5;17028872;Préverenges;Lac
5;5135366;Préverenges;Lac
5;18827522;Préverenges;Lac
5;154972434;Préverenges;Lac
5;10756108;Préverenges;Lac
5;154973458;Préverenges;Lac
5;104054866;Préverenges;Lac
5;104054866;Préverenges;Lac
5;5135362;Préverenges;Lac
5;154964480;Préverenges;Lac
5;4403458;Préverenges;Lac
5;154964489;Préverenges;Lac
5;158035712;Préverenges;Lac
5;11017225;Préverenges;Lac
5;104127807;Préverenges;Lac
5;104127807;Préverenges;Lac
5;10380808;Préverenges;Lac
5;10432257;Préverenges;Lac
5;104252477;Préverenges;Lac
5;104252477;Préverenges;Lac
5;108197951;Préverenges;Lac
5;18828137;Préverenges;Lac
5;108197951;Préverenges;Lac
5;18863720;Préverenges;Lac
6;10210;Préverenges;Lac
6;10886;Préverenges;Lac
6;18968;Préverenges;Lac
6;17397;Préverenges;Lac
6;10209;Préverenges;Lac
6;18616;Préverenges;Lac
6;23341;Préverenges;Lac
6;18625;Préverenges;Lac
6;52305;Préverenges;Lac
6;15613;Préverenges;Lac
6;8993;Préverenges;Lac
6;18957;Préverenges;Lac
6;8954;Préverenges;Lac
6;24263;Préverenges;Lac
6;41218;Préverenges;Lac
6;59714;Préverenges;Lac
6;6675935;Préverenges;Lac
6;29208820;Préverenges;Lac
6;164252396;Préverenges;Lac
6;164283598;Préverenges;Lac
6;3320141;Préverenges;Lac
6;164234411;Préverenges;Lac
6;3309351;Préverenges;Lac
6;23466582;Préverenges;Lac
6;100745824;Préverenges;Lac
6;23499276;Préverenges;Lac
6;164248889;Préverenges;Lac
6;4468758;Préverenges;Lac
6;5135366;Préverenges;Lac
6;17055493;Préverenges;Lac
6;10756108;Préverenges;Lac
6;104054866;Préverenges;Lac
6;104054866;Préverenges;Lac
6;5135362;Préverenges;Lac
6;11215369;Préverenges;Lac
6;4468738;Préverenges;Lac
6;154964489;Préverenges;Lac
6;154964480;Préverenges;Lac
6;158035712;Préverenges;Lac
6;104127807;Préverenges;Lac
6;104127807;Préverenges;Lac
6;11017225;Préverenges;Lac
6;11138308;Préverenges;Lac
6;104252477;Préverenges;Lac
6;104252477;Préverenges;Lac
6;5135378;Préverenges;Lac
6;10380808;Préverenges;Lac
6;18863720;Préverenges;Lac
7;10210;Préverenges;Lac
7;18968;Préverenges;Lac
7;10886;Préverenges;Lac
7;15647;Préverenges;Lac
7;17397;Préverenges;Lac
7;23342;Préverenges;Lac
7;23341;Préverenges;Lac
7;18625;Préverenges;Lac
7;15613;Préverenges;Lac
7;52305;Préverenges;Lac
7;18957;Préverenges;Lac
7;8993;Préverenges;Lac
7;15652;Préverenges;Lac
7;24263;Préverenges;Lac
7;41218;Préverenges;Lac
7;2344;Préverenges;Lac
7;9877003;Préverenges;Lac
7;6675935;Préverenges;Lac
7;29208820;Préverenges;Lac
7;164252590;Préverenges;Lac
7;3309351;Préverenges;Lac
7;23507082;Préverenges;Lac
7;100745824;Préverenges;Lac
7;164296533;Préverenges;Lac
7;23499276;Préverenges;Lac
7;6637083;Préverenges;Lac
7;164248889;Préverenges;Lac
7;17029127;Préverenges;Lac
7;5135366;Préverenges;Lac
7;17055493;Préverenges;Lac
7;154972434;Préverenges;Lac
7;104054866;Préverenges;Lac
7;104054866;Préverenges;Lac
7;5135362;Préverenges;Lac
7;10756108;Préverenges;Lac
7;5270272;Préverenges;Lac
7;154973458;Préverenges;Lac
7;154964489;Préverenges;Lac
7;154964480;Préverenges;Lac
7;5135361;Préverenges;Lac
7;17055490;Préverenges;Lac
7;11021062;Préverenges;Lac
7;158035712;Préverenges;Lac
7;104252477;Préverenges;Lac
7;11017225;Préverenges;Lac
7;104252477;Préverenges;Lac
7;10380808;Préverenges;Lac
7;11138308;Préverenges;Lac
7;108197951;Préverenges;Lac
7;10432257;Préverenges;Lac
7;108197951;Préverenges;Lac
7;18863720;Préverenges;Lac
8;10210;Préverenges;Lac
8;18968;Préverenges;Lac
8;10886;Préverenges;Lac
8;14331;Préverenges;Lac
8;17397;Préverenges;Lac
8;23341;Préverenges;Lac
8;10209;Préverenges;Lac
8;12498;Préverenges;Lac
8;52305;Préverenges;Lac
8;18957;Préverenges;Lac
8;8993;Préverenges;Lac
8;15613;Préverenges;Lac
8;8954;Préverenges;Lac
8;17489;Préverenges;Lac
8;24263;Préverenges;Lac
8;41218;Préverenges;Lac
8;59714;Préverenges;Lac
8;9879028;Préverenges;Lac
8;6675935;Préverenges;Lac
8;29208820;Préverenges;Lac
8;164234411;Préverenges;Lac
8;3309351;Préverenges;Lac
8;100747102;Préverenges;Lac
8;23507082;Préverenges;Lac
8;164296533;Préverenges;Lac
8;6637083;Préverenges;Lac
8;62720707;Préverenges;Lac
8;17029127;Préverenges;Lac
8;4468758;Préverenges;Lac
8;5135366;Préverenges;Lac
8;5245442;Préverenges;Lac
8;17055493;Préverenges;Lac
8;104054866;Préverenges;Lac
8;104054866;Préverenges;Lac
8;154972434;Préverenges;Lac
8;5270272;Préverenges;Lac
8;154973458;Préverenges;Lac
8;5135370;Préverenges;Lac
8;4403458;Préverenges;Lac
8;154964489;Préverenges;Lac
8;104127807;Préverenges;Lac
8;104127807;Préverenges;Lac
8;11017225;Préverenges;Lac
8;10380808;Préverenges;Lac
8;10432257;Préverenges;Lac
8;18863720;Préverenges;Lac
9;10210;Préverenges;Lac
9;18968;Préverenges;Lac
9;10886;Préverenges;Lac
9;17397;Préverenges;Lac
9;23341;Préverenges;Lac
9;23342;Préverenges;Lac
9;10209;Préverenges;Lac
9;18616;Préverenges;Lac
9;8993;Préverenges;Lac
9;15613;Préverenges;Lac
9;18957;Préverenges;Lac
9;52305;Préverenges;Lac
9;18625;Préverenges;Lac
9;15652;Préverenges;Lac
9;24263;Préverenges;Lac
9;41218;Préverenges;Lac
9;59714;Préverenges;Lac
9;9879028;Préverenges;Lac
9;6675935;Préverenges;Lac
9;29208820;Préverenges;Lac
9;164234411;Préverenges;Lac
9;3309351;Préverenges;Lac
9;100745824;Préverenges;Lac
9;164296533;Préverenges;Lac
9;6637083;Préverenges;Lac
9;23499276;Préverenges;Lac
9;164248889;Préverenges;Lac
9;17029127;Préverenges;Lac
9;4468758;Préverenges;Lac
9;17028872;Préverenges;Lac
9;5135366;Préverenges;Lac
9;17055493;Préverenges;Lac
9;154972434;Préverenges;Lac
9;5135362;Préverenges;Lac
9;5270272;Préverenges;Lac
9;10756108;Préverenges;Lac
9;154973458;Préverenges;Lac
9;4468738;Préverenges;Lac
9;17055490;Préverenges;Lac
9;154964480;Préverenges;Lac
9;158035712;Préverenges;Lac
9;104127807;Préverenges;Lac
9;104127807;Préverenges;Lac
9;104252477;Préverenges;Lac
9;104252477;Préverenges;Lac
9;11017225;Préverenges;Lac
9;11138308;Préverenges;Lac
9;10380808;Préverenges;Lac
9;156438019;Préverenges;Lac
9;108197951;Préverenges;Lac
9;108197951;Préverenges;Lac
10;10210;Préverenges;Lac
10;18968;Préverenges;Lac
10;10886;Préverenges;Lac
10;10209;Préverenges;Lac
10;23341;Préverenges;Lac
10;18616;Préverenges;Lac
10;52305;Préverenges;Lac
10;18957;Préverenges;Lac
10;18625;Préverenges;Lac
10;15613;Préverenges;Lac
10;15652;Préverenges;Lac
10;17489;Préverenges;Lac
10;24263;Préverenges;Lac
10;41218;Préverenges;Lac
10;59714;Préverenges;Lac
10;9879028;Préverenges;Lac
10;6675219;Préverenges;Lac
10;29208820;Préverenges;Lac
10;164252590;Préverenges;Lac
10;164234411;Préverenges;Lac
